Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YOR117W,-0.021587165,0.169446326,-0.144535521,-0.227769666,-0.239414789,0.257666439,-0.046542833,-0.114532999,-0.229140173,-0.124867876,-0.04508063,0.194639634,0.134566253,0.090521361,-0.019576468,-0.042881203,-0.06050936,-0.066879096,-0.249475076,-0.352592223,-0.229296465,-0.272633246,-0.168646338,-0.296070823,-0.06294233
YOR120W,-0.286057203,-0.990286865,-1.291944197,-1.823792962,-0.697123984,0.877710229,-0.129153922,-0.892715054,-0.494758642,-1.04138516,0.897468999,-1.026081297,-1.372886128,-0.913881542,-2.31581664,-0.956919173,-1.185970185,-1.221431893,-1.322367637,-0.61836175,-0.162129084,-0.036104764,-1.268923858,-0.895831173,-0.455055797
YOR122C,0.022907381,-0.144058514,-0.264560531,-0.33727367,-0.212428111,-0.207528268,-0.374711405,-0.462858301,-0.50414665,-0.493822221,-0.141074904,-0.185733912,-0.293473075,-0.599693862,-0.490540487,0.065219428,-0.122012899,-0.28128158,-0.376632331,-0.494424002,-0.215351072,-0.461794906,-0.317516874,-0.565166192,-0.468996275
YOR128C,-0.139655567,-0.259264686,-0.356947323,-0.081677777,0.515837613,-0.241198342,-0.01255455,-0.082069808,-0.145253568,-0.078737067,0.130323748,0.079419378,0.123631782,0.350185393,0.438917815,0.011796884,0.255172085,0.278172426,0.274933852,0.629243566,-0.549977917,0.310286202,0.329609441,0.331957356,0.288549966
YOR136W,-0.038392241,-0.062534593,-0.272485155,-0.357315583,-0.16747301,-0.638228652,-0.351619427,-0.040869956,0.580396465,0.218833335,-0.344937759,-0.139794861,-0.293489719,-0.526120514,-0.191568322,-0.007037981,-0.015162384,0.164534157,0.164089493,0.081259884,0.08809404,0.154782721,0.239682551,0.341038175,0.12188606
YOR141C,-2.014913484,-1.165950963,-2.494986897,-2.505232654,-2.171852399,-1.288323714,-0.169596233,-0.423532325,-1.961591895,-2.524718079,-0.311416912,-2.616535913,-2.384720773,-2.779829676,-1.032740302,-1.385726773,-2.430554325,-2.559687123,-1.014827272,-3.13623017,-3.277553224,-2.926711138,-1.891635182,-2.011237853,-2.753242865
YOR142W,-0.066324288,0.041111898,-0.070487727,-0.133404568,-0.488242307,1.099655798,1.256017656,1.281999434,0.722262806,0.408720559,0.089337222,0.406973559,0.53811995,-0.001058407,0.091697938,0.070914892,0.03628629,-0.043412863,0.03677085,-0.395616798,-0.21967198,-0.117185123,-0.50328743,-0.374554329,0.160368112
YOR151C,-0.134017511,-0.020247775,0.046857896,0.069700415,0.078153138,0.066470398,0.176427886,0.066807615,0.144400908,0.215215569,0.15266554,0.405229896,0.276929323,0.337004478,0.308106222,0.150297587,0.170850716,0.096717077,0.214129228,0.279742657,-0.21384873,0.25198149,0.684747543,0.344097314,0.31024956
YOR153W,0.401461768,0.41611287,0.562572036,0.418479668,1.24812226,-0.738520529,-1.800967476,-0.063160387,0.069472635,0.526914911,0.029873604,0.473102972,0.042968355,0.643172368,1.077537481,0.438216825,0.482935044,0.509186347,0.519967052,1.000842488,-0.661850511,1.006455479,0.568007445,0.690675387,0.828132428
YOR157C,-0.069482418,-0.110236769,-0.123393697,-0.36314821,0.133672018,-0.19991397,-0.42660062,-0.22013551,-0.26679731,-0.63548463,0.117370201,-0.054862119,-0.005464577,-0.117070731,-0.083975726,-0.001699666,-0.385349206,-0.388823887,-0.385012879,-0.481769571,-0.319647356,-0.552284075,-0.477789555,-0.411567958,-0.383558176
YOR163W,0.102729619,-0.780064325,-0.837909551,-0.912499803,-1.658270566,-1.087424396,-0.422324646,-1.294142264,-0.407368065,-0.7616031,-1.213705166,-1.594259913,-1.543715061,-4.017383643,-1.517213587,-0.110796348,-1.296821101,-1.34310214,-1.350318247,-1.200502846,0.013330645,-0.582250637,-0.507758013,0.028075826,0.774196268
YOR164C,0.058352795,-0.135300304,-0.058180996,-0.024122654,-0.244308851,-0.021638172,-0.154701171,-0.323085001,-0.305089942,-0.343489185,-0.050287476,0.103935464,0.080575748,-0.131990296,-0.224985302,-0.236015833,-0.026370629,-0.077030382,-0.206711158,-0.076723464,-0.589777437,-0.37393364,-0.217530894,-0.230128271,-0.390625223
YOR165W,0.103246469,0.015047297,0.050145127,0.006638273,0.162067749,0.064343234,0.079084669,-0.059202517,0.005698249,0.25008108,0.253756242,0.365319076,0.393420615,0.067840879,0.067796155,-0.106492363,-0.057152258,-0.108397489,-0.178480917,-0.226386133,-0.050225047,-0.02830756,0.021099279,0.219256764,-0.125862902
YOR167C,0.207620801,0.979104843,1.038027162,1.549285884,1.8284449,1.184189221,1.215578993,1.270854962,1.465246318,1.705543495,1.280091538,1.239927659,1.188006592,1.637728711,1.68854547,1.462769483,1.330777336,1.521826026,1.577915979,1.768013997,0.419238637,0.852794889,1.297064453,1.452760222,1.612779991
YOR168W,0.056204306,0.21152451,0.364459294,0.459111281,0.616858264,0.423357025,0.241576824,0.405127275,0.598229451,0.854622462,0.408012502,0.444708099,0.621631046,0.648963789,0.704438498,0.283021873,0.437602616,0.408196826,0.628045776,0.810081911,0.035799725,0.495426658,0.664881479,0.658195921,0.730791728
YOR173W,-0.129224492,-0.829366031,-1.553529847,-1.761879692,-1.862134271,0.982561035,0.533683511,-0.368721718,-0.653197283,-1.455653676,1.30056786,0.168152734,-0.299064686,-1.61069467,-1.708733105,-1.248016112,-2.2348373,-2.154507323,-2.232719459,-3.960769551,0.811287452,0.075106894,-1.919351854,-1.722682971,-1.155099707
YOR176W,-0.217166186,0.182804889,-0.212586764,-0.316621877,0.050705093,-0.634540272,-1.963637522,-3.5400684,-2.127026983,-2.516587911,-0.870977553,-0.287223169,-0.780398561,-1.23523142,-1.047405795,0.29002551,-1.874533057,0.076630657,-1.614677196,-1.386253081,-2.095911209,0.28413359,0.816466113,-2.034213436,0.588827941
YOR184W,0.047548798,-0.300485414,-0.08754335,0.063744191,0.465685112,-0.33022729,-0.54060135,-0.635536934,-0.534824989,-0.231378862,-0.500961791,-0.297234186,-0.329412032,0.111421569,0.391452154,1.215824798,0.925575328,1.119266325,0.721609675,0.604454773,0.184041964,0.779966477,0.755608913,0.669646468,0.254607501
YOR185C,0.266890961,0.289861135,0.700625041,0.606554741,0.382661455,0.102175098,0.0549718,-0.189294568,0.048643705,0.254653836,0.248645085,0.198332415,0.260070139,0.25703467,0.336351806,0.525081784,0.195674722,0.20150175,0.330256146,0.241148196,0.142822778,0.067211185,0.267985308,0.25019594,0.363679254
YOR187W,-0.049899391,0.235738746,0.091243189,-0.037485145,-0.166504492,0.459311153,0.877676208,1.139339024,1.452174736,1.245589955,0.018033351,-0.108705396,0.002691497,-0.033789816,-0.080389637,0.131066102,-0.067482194,-0.226837503,-0.01227294,0.005783778,0.12540284,-0.006593769,-0.077671904,-0.336121723,-0.114208912
YOR197W,0.256144859,0.586871589,0.620583139,0.15529975,-0.237870595,0.207473367,-0.237815522,0.202020184,0.610617983,0.60195045,0.212647129,0.287923854,0.261532862,0.429309828,0.110346142,0.127194705,0.199877749,-0.272050311,1.790497177,-0.660988574,-0.801916042,0.044821667,0.316020725,2.427007939,0.108773959
YOR198C,-0.347787655,0.272597529,0.365830737,0.111982274,0.162527231,-0.359486248,-0.206676291,-0.026967793,0.137253379,0.113323389,0.266365741,0.605420128,0.475912877,0.496699152,0.354403509,0.327110219,0.292777197,0.363637868,0.314628971,0.431474945,0.150354976,0.129624039,0.910176937,0.528458334,0.49185388
YOR202W,0.001012927,-0.509332996,-0.272441428,0.21627309,0.23179161,0.202418621,0.865835547,-0.622043947,-0.436836172,-0.2096599,-0.392522656,-0.220168672,-0.434676637,-0.094942646,-1.136576423,1.263855987,1.020733363,1.298390911,0.337801942,0.635549386,-0.069244808,0.787430199,1.114258884,0.738392024,0.036053595
YOR204W,-0.026395639,0.376478341,0.511872831,0.827638449,1.017534994,-0.202173603,0.52622829,0.592775942,0.75493097,0.952645451,0.339051647,0.625484963,0.769417199,0.739593682,0.90228237,0.595714142,0.884235173,0.98520924,1.044848608,1.421308962,0.091358095,0.621666819,0.748275887,0.872893831,0.920661545
YOR206W,-0.139388647,0.541147407,0.244409008,-0.038978474,0.255291779,-0.266104683,0.18437388,-0.075377988,-0.348656691,-0.121765157,-0.29561403,-0.216522972,-0.070422132,-0.125554942,-0.061167216,0.089090888,0.203254307,1.425125986,0.270388307,0.377083464,-0.947004825,-0.248703864,0.092217096,0.016949787,0.040544336
YOR209C,-0.27822678,0.061938106,-0.048031993,0.109969974,0.244518293,0.108461217,-0.506602528,-0.174043095,-0.05340357,0.032647377,0.037174608,-0.015252303,0.223632242,-0.150083762,0.265222217,0.358903584,0.048262383,0.235379625,0.429964255,0.273677178,0.040831522,0.021576174,0.270257538,-0.134496847,0.305250366
YOR211C,0.133178377,0.107900455,-2.234545962,-2.801121095,-1.826328293,0.607245981,-3.250761681,0.427795546,-2.697450803,-1.075543946,0.334236403,0.228796501,0.494102196,-0.117383807,-0.022145034,-2.894788428,-3.530814459,-1.377311512,-5.182410389,0.135277606,0.05524455,0.12115552,-1.139332867,-1.970012984,-0.128370451
YOR220W,-0.368785081,-0.265024789,-0.512400463,-0.04603947,-0.657844715,0.000234631,-0.163420324,-0.173233957,-0.402893328,-0.122114854,0.443493712,0.491623484,0.47806963,0.125062459,-0.171669722,-1.416998793,-0.606674473,-1.575673652,-0.623199892,-0.729389657,0.550746582,0.051249117,-0.181521147,-0.451147003,-0.394135601
YOR222W,-0.098369548,0.608929523,0.60907698,0.798421926,0.678212429,0.31722407,1.069922244,1.138206878,1.25102287,1.034159564,1.23438929,1.484132738,1.38462622,1.191298514,0.900038138,0.79075812,-0.119243722,0.329406906,0.360490547,1.484394483,0.638731659,0.436241712,-1.948277458,0.44674033,0.475238473
YOR224C,-0.654800238,0.519573001,-0.654798559,-0.434322291,-0.31906353,0.322751469,1.278883196,2.105527944,-1.160411979,-0.145191894,-0.349106083,-1.233147092,-0.355820645,-0.757509848,-0.469256425,-0.101397352,-0.522729935,-0.560716488,-0.55908531,-0.354373245,-0.081038059,-1.17451094,0.167427377,-0.484806624,-0.966729146
YOR230W,-0.090065309,-0.303133912,-0.389475309,-0.538967334,-1.107604887,-0.208351915,-0.516005604,-0.617863145,-0.929556535,-1.096842109,0.079911869,-0.14516367,-0.210346929,-0.722817364,-0.696417581,-0.347025977,-0.642249562,-0.807800621,-0.959387067,-1.261287501,-0.627303003,-0.681481462,-1.2021629,-1.15625155,-1.225156207
YOR234C,-0.018776683,0.835422952,1.004845546,1.386074906,1.881121943,1.010275049,1.211715486,1.161685184,1.348215382,1.525163843,1.135093132,1.192498345,1.170558443,1.436305848,1.746313041,1.685363182,1.511894344,1.578393018,1.753109767,1.750116937,0.346793895,0.920120847,1.339900223,1.563662211,1.657856093
YOR251C,-0.253917319,-0.049171878,-0.115414358,-0.50038734,-0.06479257,0.021256708,0.052834925,0.057293666,-0.119242771,-0.981306174,-0.092013282,0.341836535,-0.006634524,-0.26893711,0.374163632,0.442735782,-0.270631965,-0.172678416,-0.204169105,-2.152757872,0.200405552,-0.297072911,-0.15833565,0.233910911,-1.049479109
YOR254C,-0.126475611,-0.001696606,0.10069303,0.193149898,0.244283988,-0.094081442,-0.044066943,-0.113527202,-0.032164535,0.170093712,-0.205626748,0.134972033,0.094820115,0.396147935,0.24601662,0.205684314,0.471764664,0.281874026,0.207945799,0.241465534,-0.130102002,0.031223141,0.209102015,0.171772011,0.459912738
YOR259C,0.065580486,-0.135457426,-0.24640668,-0.188482057,-0.09472713,0.139228858,-0.810744003,-0.305002519,-0.140153364,-0.193143525,0.185130885,-0.185693227,-0.410417208,-0.158886081,-0.163992519,0.044638376,-0.318713508,-0.292963314,-0.44309214,-0.647788301,-0.830070282,-0.744032002,-0.423877379,-0.108377857,-0.135867642
YOR261C,0.09081231,-0.049041941,-0.076647527,-0.201373839,-0.046777595,-0.203780662,-0.143928147,-0.181056952,-0.248041968,-0.232425257,0.239329828,0.239235811,0.154274421,0.053572298,0.087653212,-0.365968305,-0.280464273,-0.256505169,-0.357655056,-0.233325524,-0.359184049,-0.249076883,-0.16956326,-0.271382213,-0.062462735
YOR265W,0.297780071,-0.218861137,-0.430863697,-0.224027408,-0.436802715,0.053042822,-0.130901041,-0.088692624,-0.425834825,-0.369902303,1.409964499,0.92538715,0.421353274,0.338313038,0.013960152,-2.178891173,-0.871049698,-0.497115079,-0.143477045,-1.09450896,-0.856379642,-0.948230322,-0.55879921,-0.297240644,-0.379439017
YOR270C,-0.066395921,-0.147855831,-0.147264306,-0.070061388,0.063033081,-0.21500506,-0.480670564,-0.459949005,-0.432089753,-0.409765528,0.382200512,0.3620883,0.262394622,0.21758877,0.135616418,-0.075755042,-0.034694321,0.109619329,0.000201313,-0.047005862,-0.310212692,-0.178100126,-0.185819586,-0.003704751,-0.222704909
YOR272W,-0.016188475,0.383532997,0.457169192,0.345764248,0.283841408,-0.616439666,0.423122088,0.094825388,0.234977076,0.183434874,-0.547682151,0.015556111,0.067619612,0.3664674,0.838462298,0.395674895,0.029679963,0.27774815,0.618514676,0.298991102,-0.928501512,-0.431608525,0.287625912,-0.302559916,-0.698330473
YOR283W,0.241989151,0.436476363,0.485653696,0.081663464,-0.150824832,-1.700972752,-1.130333464,-1.32714893,-1.105807397,-0.909727908,-0.151764964,0.31818156,0.388275152,-0.002783484,-0.071572928,-0.158786943,-0.361018286,-0.423563363,-0.336247611,-0.410237982,-0.53833388,-0.645065455,-0.330171659,-0.534719603,-0.35083032
YOR285W,0.051504311,-0.16627919,-0.468021847,-0.533045546,-0.750265055,1.551742478,1.324723378,1.196657153,0.840160252,0.467335149,0.273495733,0.184164979,0.221963231,-0.145821252,-0.266480913,-0.238560508,-0.451010398,-0.387626321,-0.254030186,-0.811465654,0.348757262,-0.09085619,-0.568004782,-0.701507407,-0.459348417
YOR289W,-0.044235528,-0.703839363,-0.796205352,-0.899661124,0.036856188,0.232571634,-0.16190034,-0.510240992,-0.492698277,-0.611832558,0.927504058,-0.084718036,0.205151239,-0.542195822,-0.462708181,-0.418567397,-0.754229763,-0.594770716,-0.827083373,-0.239370618,0.144232251,-0.15166877,-0.535296456,-0.25100628,1.023957456
YOR293W,0.152439046,0.604702679,0.893569566,1.268327474,1.640422289,1.19175206,1.211522044,1.2039785,1.28126388,1.719350211,1.059332838,0.948034866,1.026834532,1.457008612,1.460529543,1.417746149,1.151989277,1.441039869,1.425842744,1.602921727,0.228899258,1.060824133,1.248339895,1.338104837,1.495853632
YOR298C-A,-0.08296521,-0.150518971,-0.238274946,-0.143830362,0.32107062,0.307949819,0.043643741,0.051371229,0.140684397,0.241871526,0.875146699,0.413242843,0.335816664,0.160321289,0.296990294,0.389259375,0.22919223,0.273937144,0.372923555,0.458281804,1.024090171,0.448552414,0.097142627,0.325517658,0.382154664
YOR303W,0.380189642,0.436067849,0.310815614,0.517269343,1.930698486,0.004911824,0.080793168,0.748987576,0.79329554,1.575680463,-0.707561042,-0.046858053,-0.626979938,0.203105469,1.38903147,-0.629232972,0.074762896,-0.486182686,0.167428055,0.877812186,-1.283668939,-0.529408938,-0.206421809,0.271307832,0.99602203
YOR310C,0.048354664,0.394903108,0.535896425,0.499972938,0.689940161,-0.127587745,0.129105355,-0.02001305,0.011458433,0.281466066,-0.404184912,-0.505429357,-0.205867058,0.28726846,0.266674523,0.373327311,0.290248971,0.412470961,0.573613376,0.701693229,-0.144465254,-0.053976293,0.325293069,0.321458141,0.146307734
YOR317W,0.028162293,0.210134833,-0.114000384,-0.078969167,0.249384005,1.031613249,0.941922108,0.338883992,0.121202055,0.253177349,1.103235282,1.243564281,1.260369517,0.720267424,0.494649911,1.103532436,1.253645034,0.799869059,0.756857142,0.768475749,1.336889517,1.296241824,0.97451086,1.077758499,1.127729094
YOR323C,0.131915207,-0.061419878,-0.069039079,0.233841809,0.461989652,-0.279878866,-0.187131993,-0.109203802,-0.025106133,-0.148167239,-0.383592481,-0.279828901,-0.169218988,-0.014040653,0.033105075,1.40560885,1.305468094,1.122654053,0.850384904,0.63059656,-0.044946451,0.863718792,0.64533345,0.643091599,0.229077665
YOR326W,-0.336994269,-0.06557133,0.128142652,-0.601486723,-0.648120687,-1.318280916,-0.848477382,-0.467915632,-0.803141492,-0.480479903,-0.665888393,-0.544622639,-0.389956478,-0.328183548,-0.350505672,-0.683010487,-0.929174624,-1.256399706,-0.099114991,-0.340274974,-0.684375732,-0.558875625,-0.018560363,-0.142014611,-0.086360158
YOR332W,0.115358308,0.239749296,0.221558352,0.325939146,0.399038371,-0.184056904,-0.334947501,-0.40014799,-0.23308395,0.016942245,0.587714134,0.869263263,0.845523953,0.560589256,0.435516509,-0.180310354,0.099759509,0.161781876,0.196892671,0.25169285,0.147077064,0.197107732,0.323381954,0.366441147,0.326680717
YOR335C,-0.002627225,0.250392085,0.281274154,0.415190209,0.474858688,-0.257836673,-0.032500149,-0.019030509,0.257163924,0.320295206,-0.125071176,0.247492025,0.295329982,0.345034545,0.443808836,0.130544464,0.162932104,0.279352582,0.279732817,0.286555185,-0.043206008,0.167936345,0.548435265,0.406833463,0.459639381
YOR340C,-1.237426902,-3.229559173,-3.993939306,-2.709034306,-3.267924983,-4.594702546,-4.619407378,-4.401029852,-3.521695353,-3.249015987,-5.054095545,-2.7463429,-3.946142703,-4.552860616,-4.042122698,-3.487542789,-2.520038182,-2.52202775,-2.425694721,-2.469414679,-2.945852445,-3.610771112,-3.16370392,-3.005086293,-3.424296133
YOR341W,0.158989755,0.250916601,0.563913476,0.684645926,0.798912987,-0.140430386,-0.536392584,-0.192457433,0.151346306,0.234802111,0.202608275,-0.326248267,-1.933577641,0.090968792,0.261069936,0.433642208,0.06783836,0.522873523,0.657550146,0.527801209,-1.614930398,-0.205803972,-0.83355792,0.385177784,0.324704182
YOR347C,0.144664687,0.036975072,0.099047153,0.017294641,-0.093004409,-1.485154881,-1.868057723,-2.018764566,-1.784611661,-1.55724644,-0.574460823,-0.492967695,-0.515159532,-0.453767808,-0.318290804,-0.644198454,-0.675439661,-0.566775014,-0.53581146,-0.572075341,-0.257863872,-0.480979432,-0.480423371,-0.435165223,-0.168063861
YOR356W,-0.302274477,-0.08444033,-0.135977433,0.101973178,-0.174240039,0.342087746,0.012280277,0.053562407,-0.312231967,-0.187053351,-0.119780651,-0.660929541,-0.086418499,-0.074412917,-0.391477159,0.168449966,0.570820419,0.044912424,-0.438773059,-0.014775808,-0.321092058,-0.041429991,0.313770459,0.071810686,-0.130676007
YOR361C,-0.182316617,-0.079793077,-0.055499646,-0.0552036,0.123276386,-0.183317828,-0.195340909,-0.175359898,-0.05081972,-0.061038479,-0.161369741,0.036986039,-0.152344385,0.051468021,0.136118222,-0.16789446,-0.16119307,-0.093854885,-0.008450854,0.01778285,-0.475066905,-0.393468406,-0.024847198,-0.132254168,0.050669423
YOR362C,0.187958455,3.74E-05,-0.143017976,-0.256552226,0.139907014,0.134923376,0.171385199,0.020401578,-0.092600201,0.022851148,0.097034398,0.106197162,0.164466667,0.007812659,0.08165403,0.275848192,0.027066461,-0.257300992,0.051452644,-0.261364416,0.115605328,0.032967193,-0.314249469,-0.005192535,0.128761303
YOR369C,0.001544786,0.504622894,0.732798511,1.134947364,1.436247492,0.854216612,0.983258172,1.03915488,1.127125511,1.41818742,0.852432022,0.89109227,0.853877482,1.179171724,1.365721197,1.193483241,1.268727577,1.246829169,1.439927625,1.502274089,0.113990458,0.630391157,0.988195174,1.192111278,1.346205908
YOR374W,-0.191332173,-0.558453261,-0.744218171,-0.600587141,-0.138094498,4.625620179,4.515258386,4.312743907,2.478255647,2.111218714,1.63401592,1.542876751,1.588265241,0.757296044,0.917972995,-0.161673112,0.183733165,-0.273798283,0.155964714,0.33335002,0.230963757,0.569082578,-0.232216066,0.282181877,0.904313241
YOR375C,0.275321072,1.502375326,1.193357939,1.926972485,2.253839941,1.337531968,2.29702111,1.329720823,2.328584744,2.761542514,1.688763712,1.992280213,2.225253794,3.137389435,3.068961286,2.198722842,2.382749596,2.224058175,2.676829428,2.498134245,2.820950415,2.825212245,2.487389364,2.675662209,2.650262099
YPL004C,-0.094598515,-0.221965688,-0.355282324,-0.498756255,-0.609712876,1.11682396,0.867423544,0.290408095,0.174294315,0.053853927,1.448172405,0.737823336,0.518048217,-0.273109405,-0.123296428,-0.22799655,-0.361494173,-0.426558129,-0.372922832,-0.569617692,-0.607563787,0.054880542,-0.425607286,-0.235117831,-0.308094748
YPL009C,0.001329688,0.248959031,0.281949793,0.122464077,0.411182109,0.062129381,0.052263998,-0.022556548,-0.130496313,0.506218649,0.298289193,0.609848588,0.752992463,0.422059486,0.487450075,-0.12436295,0.347636984,0.287152726,0.204540912,0.318853163,0.095873807,0.317537855,0.433043393,0.570645174,0.285151283
YPL010W,0.352014323,0.684676197,0.311093862,0.372881495,0.290811751,1.040799337,1.732917339,0.322840515,1.365317259,1.067546431,1.093016023,1.374883789,1.573195051,1.921120432,6.25570916,0.661208887,0.394317561,2.20431272,2.209492856,6.791698558,5.719621242,5.235467714,1.637555447,5.432732818,1.748624521
YPL012W,-0.138568395,-0.055484418,0.221558152,-0.068980644,0.306899605,-0.070276087,-0.028203563,0.136478512,-0.030586613,-0.033803431,-0.025259745,0.153406898,0.117539855,-0.220343492,-0.052999415,-0.163174815,-0.144080151,-0.318078735,-0.062534685,-0.116110584,-0.283467681,-0.410564231,-0.457571639,0.025235433,-0.434762633
YPL019C,0.274197972,-0.098054566,0.00480547,-0.189452805,-0.556438124,-3.171100036,-3.359389792,-4.221595884,-4.134260108,-2.55366332,-3.974835991,-3.329014641,-2.445157007,-1.934695765,-1.775565495,-2.725376048,-3.365254253,-3.000316214,-4.322074879,-2.717007248,-3.281735428,-3.409445143,-3.212334547,-4.393043555,-2.303184057
YPL028W,-0.181616422,-0.192672524,-0.247755381,-0.193517748,-0.365339053,-0.21312777,-0.199567635,-0.106589792,-0.425823144,-0.521324623,-0.613773616,-0.388168657,-0.279766668,-0.413640254,-0.446916877,-0.152019237,-0.116263651,-0.197519182,-0.322573641,-0.272764347,-0.494111451,-0.426631375,-0.677393276,-0.373835649,-0.189506344
YPL031C,-0.140356783,-0.249916019,-0.833691232,-0.851862279,-0.457547084,-0.458084766,-0.788078556,-0.764047416,-0.390132352,-0.366209708,-0.112788382,0.21254278,0.131828511,-0.156500621,-0.3959739,-0.507925812,-0.493729963,-0.369658086,0.434576054,-0.079826375,-0.477489639,-0.725029619,-0.447081648,-0.573867395,-1.157049806
YPL036W,0.089797794,0.081584328,0.092129647,-0.056761369,-0.022967909,-1.602472871,-1.400820051,-1.386583819,-0.850926327,-0.632610773,0.002467627,-0.194745981,-0.279497999,-0.516314045,-0.268744378,-0.149021068,-0.07142713,-0.199828631,-0.34758251,-0.271070057,-0.321940199,-0.284939265,-0.392709589,-0.152564359,-1.073675343
YPL037C,0.011153367,-0.094799352,0.044241136,0.053383378,0.056633608,0.232896679,0.107252158,-7.03E-05,-0.147140081,-0.108570727,0.074347904,0.078147805,0.082708043,-0.001818332,0.097551727,-0.339737735,0.084888303,0.07880112,0.101919114,0.015317398,-0.118212441,-0.148063749,0.074958709,0.051206147,0.06352693
YPL048W,-0.227899013,-0.220819889,-0.253261462,-0.216350263,-0.30059597,0.355444985,0.127238825,0.115466942,0.109562428,0.060397873,0.30800447,0.234167343,0.240731598,-0.026557184,-0.107993178,0.064838261,-0.31338184,-0.333545334,-0.297821719,-0.30002404,0.607142259,0.184064084,0.0801204,-0.094196528,-0.000135975
YPL061W,-0.04360985,0.128312247,0.544417923,0.819745364,1.361883846,0.005335926,0.055640979,0.265626925,-0.423730064,-0.016288778,-0.048149296,0.283115987,0.334184483,0.662604283,1.056520561,-1.020945022,0.629587141,0.115029855,0.988322499,1.450400453,-1.251561471,-0.199725039,-0.038431458,0.575285449,1.245531126
YPL063W,0.071855354,0.366403925,0.186758095,0.383239587,0.365407514,0.314250787,0.479531798,0.415817884,0.56085315,0.625143709,0.193976256,0.297998553,0.361122483,0.263756289,0.318233024,0.570324618,0.503334731,0.450943395,0.419937583,0.469334848,-0.066489087,0.357119216,0.301979045,0.4021006,0.355846286
YPL078C,-0.011956873,-0.005637013,-0.316559823,-0.521734709,-1.337387105,0.623134449,0.482230606,0.701135643,0.831047812,0.379443717,-0.336681149,-0.707774483,-0.506770649,-0.963572355,-1.301733414,-0.719986704,-1.182063442,-1.733574821,-1.530619951,-1.44437271,0.409795942,-0.359253285,-1.62744217,-1.094905532,-1.18413801
YPL085W,0.03274073,0.351261595,0.515343742,0.479487769,0.346564856,-0.137045969,0.066247465,0.138743848,0.126799127,0.459546033,-0.074450987,0.122555783,0.193359895,0.547414248,0.678842647,0.041157384,0.284688203,0.559561734,0.541516209,0.577936975,0.089928503,0.341896104,0.249735582,0.416060206,0.402225669
YPL091W,-0.273376164,-0.461684785,-0.355290854,-0.431715754,-0.503428768,-0.037948719,-0.204511998,-0.186803844,-0.364495211,-0.682143281,-0.179472169,0.093024643,-0.076069488,-0.30557626,-0.652878419,0.081513471,0.164194624,-0.12524499,-0.524311958,-0.350000817,0.000413793,0.028139423,0.157621855,-0.317053322,-0.096786662
YPL093W,0.098597555,0.664014237,2.046985069,1.650321282,1.605874681,1.072635591,1.118913437,0.772477937,1.285734262,1.571254104,1.059720442,0.56207873,0.660882872,0.974044702,1.374149036,1.333520618,0.984837923,1.404682392,1.316157106,1.734914192,-0.614005073,1.658064474,1.702501009,1.258943594,1.470953565
YPL106C,0.009954384,-0.028947361,0.006179514,-0.060680921,-0.182193207,-0.652748675,-0.64033312,-0.648123672,-0.607662583,-0.549760671,-0.119781684,-0.543135025,-0.56481867,-0.336693017,-0.253043427,0.02882992,-0.221809837,-0.261662169,-0.23801157,-0.150022429,0.644138869,0.214035261,0.208430481,-0.01112147,-0.021288597
YPL110C,-0.103480722,-0.452866318,-0.831033634,-1.303319026,-1.981401319,-2.296687284,-4.202224606,-2.824090283,-2.083654789,-3.411720754,-2.543916597,-2.307881052,-1.909465471,-2.481764916,-1.158410252,-0.838333789,-2.534824416,-1.514195762,-0.724653799,-1.980461724,-1.542903836,-2.843803762,-3.199388608,-2.630014698,-0.954874987
YPL117C,0.070793292,-0.126613494,-0.166384158,-0.313737761,-0.248059226,-0.682894189,-0.471550136,-0.298841811,-0.3338927,-0.378601673,-0.446461683,-0.329233069,0.501254842,-0.509027224,-0.521491563,-0.07826219,-0.274199072,-0.31349902,-0.426273483,-0.32777187,-0.374578182,-0.443989523,-0.47241844,-0.300523731,-0.489842813
YPL127C,-1.047538691,0.501942222,0.756599244,1.532971159,1.368056857,2.560503882,2.691063218,2.239322179,2.040357517,1.970593636,2.771081326,2.34647015,3.317074501,2.05662179,2.076765578,-0.228642695,0.922796599,1.12240582,1.448666299,1.714482511,0.348545855,0.642524556,0.989481594,1.012538334,1.456307802
YPL131W,0.06534678,0.60873678,0.906392078,1.30657832,1.480911222,0.869214569,1.078710048,1.129506454,1.251113299,1.495926568,0.960225388,0.934952487,0.984869796,1.377732877,1.60903976,1.328806894,1.457989745,1.549807665,1.585329196,1.67517548,0.269010198,0.740750449,1.080356999,1.215273199,1.3879757
YPL134C,0.323642791,0.185370013,-1.769058611,-0.616791483,-0.57471543,-1.771826932,-1.349423784,-0.95121814,-1.259501783,-1.324005391,-0.845449373,-0.932750813,-0.901635128,-0.866883332,-0.705579661,-1.431676988,-0.239025396,-0.575038367,-0.472691693,-1.059821,-1.776192948,-1.188421403,-1.294753882,-0.977306892,-0.66943671
