Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SPT23,YKL020C,0,0,-0.832058882,1.85E-05,0.000161563
NAD,662.1,TYE7,YOR344C,0,0,0.756965842,0.000275997,0.001267861
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RGT1,YKL038W,0,0,-0.900191803,3.61E-07,1.08E-05
Fumarate,115,SUM1,YDR310C,0,0,0.479912519,0.043846356,0.076922486
Fumarate,115,PHO4,YFR034C,0,0,0.339861856,0.16762255,0.237279032
Fumarate,115,RPH1,YER169W,0,0,0.564258188,0.014715365,0.031210946
Fumarate,115,SPT2,YER161C,0,0,0.415133575,0.086689384,0.136460801
Fumarate,115,GLN3,YER040W,0,0,0.571054327,0.013312156,0.028908558
Fumarate,115,YHP1,YDR451C,0,0,0.455298781,0.0576108,0.096743619
Pyruvate,87.01,RGT1,YKL038W,0,0,0.627462725,0.005310525,0.014253388
Fumarate,115,GCN4,YEL009C,0,0,0.467716524,0.050312239,0.086069216
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,CHA4,YLR098C,0,0,-0.742572056,0.000416075,0.001724772
Pyruvate,87.01,SPT23,YKL020C,0,0,0.554236585,0.016996181,0.035151193
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,ACE2,YLR131C,0,0,-0.791507595,9.11E-05,0.000561772
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RFX1,YLR176C,0,0,-0.917308695,8.46E-08,4.74E-06
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SOK2,YMR016C,0,0,-0.880144141,1.46E-06,2.35E-05
NAD,662.1,FKH1,YIL131C,0,0,-0.885146151,1.06E-06,2.08E-05
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,HAP1,YLR256W,0,0,0.839388392,1.33E-05,0.000121982
Fumarate,115,STP1,YDR463W,0,0,0.553837719,0.017092424,0.03527389
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,SIP4,YJL089W,0,0,0.772573853,0.000171237,0.000879663
Fumarate,115,YAP3,YHL009C,0,0,-0.383002269,0.116694259,0.176008468
NAD,662.1,ZAP1,YJL056C,0,0,-0.937834324,9.22E-09,1.60E-06
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MAC1,YMR021C,0,0,-0.715601535,0.00084028,0.002979175
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,PHO4,YFR034C,0,0,-0.641559928,0.004106095,0.011659357
Fumarate,115,SPT23,YKL020C,0,0,0.620891928,0.00596256,0.015608837
Fumarate,115,GZF3,YJL110C,0,0,-0.020729002,0.934932867,0.946322409
4-Aminobutanoate,102.06,UME6,YDR207C,0,0,0.178640873,0.478178727,0.54436465
Fumarate,115,ZAP1,YJL056C,0,0,0.588908691,0.010127783,0.0234881
Fumarate,115,YAP5,YIR018W,0,0,-0.454151521,0.058323089,0.097853751
Fumarate,115,FKH1,YIL131C,0,0,0.542863988,0.019913718,0.040015894
L-Saccharopine,275.12,MET31,YPL038W,0,0,0.657157551,0.003043546,0.009045436
NAD,662.1,GZF3,YJL110C,0,0,-0.584403751,0.010866553,0.024610866
4-Aminobutanoate,102.06,MET32,YDR253C,0,0,-0.262432359,0.292773809,0.370278458
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,RIM101,YHL027W,0,0,-0.614096954,0.006703684,0.016978764
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,STE12,YHR084W,0,0,-0.870191388,2.68E-06,3.46E-05
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,STB5,YHR178W,0,0,-0.894402927,5.56E-07,1.29E-05
Fumarate,115,STB5,YHR178W,0,0,0.581915325,0.011292757,0.025299482
Pyruvate,87.01,MSN4,YKL062W,0,0,0.596760581,0.008936772,0.021428069
NAD,662.1,INO4,YOL108C,0,0,-0.914532837,1.09E-07,4.74E-06
Fumarate,115,STE12,YHR084W,0,0,0.663256226,0.002695024,0.008187903
4-Aminobutanoate,102.06,YAP6,YDR259C,0,0,-0.202739603,0.419763748,0.490923208
NAD,662.1,SIP4,YJL089W,0,0,0.853288803,6.74E-06,7.12E-05
Fumarate,115,OPI1,YHL020C,0,0,0.589201551,0.010081189,0.023408447
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,MSN2,YMR037C,0,0,-0.880144141,1.46E-06,2.35E-05
Fumarate,115,RGT1,YKL038W,0,0,0.586545293,0.010510161,0.024111545
L-Saccharopine,275.12,INO4,YOL108C,0,0,-0.763917061,0.000224122,0.001078832
L-Saccharopine,275.12,HAP5,YOR358W,0,0,-0.777567321,0.000145844,0.000776344
4-Aminobutanoate,102.06,STE12,YHR084W,0,0,0.131174719,0.603883089,0.659440333
L-Saccharopine,275.12,ADR1,YDR216W,0,0,-0.298030203,0.229675185,0.30479811
L-Saccharopine,275.12,MET32,YDR253C,0,0,0.747520717,0.000362399,0.00154586
L-Saccharopine,275.12,YAP6,YDR259C,0,0,0.708738774,0.000992605,0.003459158
L-Saccharopine,275.12,SUM1,YDR310C,0,0,-0.592591363,0.009554269,0.022497348
L-Saccharopine,275.12,CAD1,YDR423C,0,0,-0.311300482,0.208590803,0.281310533
4-Aminobutanoate,102.06,STB5,YHR178W,0,0,0.244231017,0.328720782,0.402424993
L-Saccharopine,275.12,YHP1,YDR451C,0,0,-0.614582792,0.006648335,0.016978764
L-Saccharopine,275.12,STP1,YDR463W,0,0,-0.762038298,0.000237255,0.001130659
NAD,662.1,SFP1,YLR403W,0,0,0.897729069,4.35E-07,1.17E-05
Fumarate,115,AFT2,YPL202C,0,0,0.489849174,0.0390629,0.069961763
L-Saccharopine,275.12,GLN3,YER040W,0,0,-0.787576798,0.000104411,0.000615833
L-Saccharopine,275.12,SWI4,YER111C,0,0,-0.633990124,0.004721426,0.013019689
NAD,662.1,HAP1,YLR256W,0,0,0.834173493,1.68E-05,0.000148377
Pyruvate,87.01,HAP5,YOR358W,0,0,0.573588203,0.01281713,0.02802464
L-Saccharopine,275.12,RPH1,YER169W,0,0,-0.763917061,0.000224122,0.001078832
Fumarate,115,MET31,YPL038W,0,0,-0.435488842,0.070858552,0.115439636
L-Saccharopine,275.12,PHO4,YFR034C,0,0,-0.583078165,0.011091958,0.02495882
Fumarate,115,HAP5,YOR358W,0,0,0.553169093,0.017254722,0.035532085
Pyruvate,87.01,TYE7,YOR344C,0,0,-0.424092825,0.07943264,0.127025754
L-Saccharopine,275.12,HSF1,YGL073W,0,0,0.734180921,0.00052232,0.002045397
NAD,662.1,RFX1,YLR176C,0,0,-0.925047857,3.95E-08,3.39E-06
NAD,662.1,ACE2,YLR131C,0,0,-0.844931251,1.02E-05,9.91E-05
Fumarate,115,TYE7,YOR344C,0,0,-0.490447955,0.038787984,0.06966526
NAD,662.1,FKH2,YNL068C,0,0,0.904361204,2.60E-07,8.01E-06
Pyruvate,87.01,MET31,YPL038W,0,0,-0.463987713,0.052426026,0.088975253
Fumarate,115,CIN5,YOR028C,0,0,0.652039743,0.003363813,0.009874418
NAD,662.1,SOK2,YMR016C,0,0,-0.914532837,1.09E-07,4.74E-06
Inosine,267.07,AFT2,YPL202C,0,0,0.029180987,0.908492617,0.925935675
4-Aminobutanoate,102.06,TEC1,YBR083W,0,0,0.287278893,0.247725394,0.324036776
Inosine,267.07,GAL4,YPL248C,0,0,0.559842025,0.015688408,0.032801475
gamma-Amino-gamma-cyanobutanoate,127.05,CAD1,YDR423C,0,0,-0.483628049,0.042008237,0.07426248
gamma-Amino-gamma-cyanobutanoate,127.05,SUM1,YDR310C,0,0,-0.806624488,5.25E-05,0.00036768
Pyruvate,87.01,GAL4,YPL248C,0,0,-0.316289717,0.201002845,0.273392481
gamma-Amino-gamma-cyanobutanoate,127.05,YAP6,YDR259C,0,0,0.762296057,0.000235416,0.001124698
gamma-Amino-gamma-cyanobutanoate,127.05,MET32,YDR253C,0,0,0.776581501,0.000150587,0.000794951
L-Saccharopine,275.12,REB1,YBR049C,0,0,0.583022436,0.011101516,0.02495882
L-Saccharopine,275.12,TEC1,YBR083W,0,0,-0.756134406,0.000282829,0.001289942
NAD,662.1,MSN2,YMR037C,0,0,-0.914532837,1.09E-07,4.74E-06
L-Saccharopine,275.12,THI2,YBR240C,0,0,-0.573198512,0.012892291,0.028124621
L-Saccharopine,275.12,RDS1,YCR106W,0,0,-0.522318109,0.026170717,0.050112465
Pyruvate,87.01,AFT2,YPL202C,0,0,0.440996784,0.066969072,0.110135883
gamma-Amino-gamma-cyanobutanoate,127.05,RPN4,YDL020C,0,0,-0.724984208,0.000663985,0.002459061
L-Saccharopine,275.12,MBP1,YDL056W,0,0,-0.688170394,0.001593008,0.005248688
NAD,662.1,MAC1,YMR021C,0,0,-0.738461007,0.000465599,0.001893106
L-Saccharopine,275.12,PHO2,YDL106C,0,0,-0.584804566,0.010799124,0.024509652
L-Saccharopine,275.12,UGA3,YDL170W,0,0,-0.605176733,0.007788027,0.019177569
L-Saccharopine,275.12,NRG1,YDR043C,0,0,-0.683189648,0.001776517,0.005757333
L-Saccharopine,275.12,INO2,YDR123C,0,0,-0.763917061,0.000224122,0.001078832
4-Aminobutanoate,102.06,OPI1,YHL020C,0,0,0.247986297,0.321101522,0.396654822
4-Aminobutanoate,102.06,RDS1,YCR106W,0,0,0.125993578,0.618369284,0.672568982
Fumarate,115,AZF1,YOR113W,0,0,0.546503718,0.018940128,0.038382381
NAD,662.1,CHA4,YLR098C,0,0,-0.773207269,0.000167823,0.000865666
L-Saccharopine,275.12,TYE7,YOR344C,0,0,0.623435028,0.005702909,0.015094541
L-Saccharopine,275.12,CHA4,YLR098C,0,0,-0.60283068,0.008095527,0.019734259
L-Saccharopine,275.12,ACE2,YLR131C,0,0,-0.663491307,0.002682277,0.00817517
4-Aminobutanoate,102.06,PHO2,YDL106C,0,0,0.208556118,0.406258204,0.478053835
L-Saccharopine,275.12,RFX1,YLR176C,0,0,-0.778462881,0.000141645,0.000762281
L-Saccharopine,275.12,HAP1,YLR256W,0,0,0.717081156,0.000810137,0.0028992
L-Saccharopine,275.12,SFP1,YLR403W,0,0,0.773326529,0.000167186,0.000865666
L-Saccharopine,275.12,LEU3,YLR451W,0,0,-0.097744094,0.69960934,0.745938877
L-Saccharopine,275.12,YOX1,YML027W,0,0,-0.702053936,0.001162429,0.003951213
L-Saccharopine,275.12,SOK2,YMR016C,0,0,-0.763917061,0.000224122,0.001078832
Fumarate,115,MSN2,YMR037C,0,0,0.564258188,0.014715365,0.031210946
L-Saccharopine,275.12,MAC1,YMR021C,0,0,-0.494598758,0.036922775,0.066944425
4-Aminobutanoate,102.06,UGA3,YDL170W,0,0,0.327279132,0.184936945,0.255498892
L-Saccharopine,275.12,MSN2,YMR037C,0,0,-0.763917061,0.000224122,0.001078832
Pyruvate,87.01,MSN2,YMR037C,0,0,0.575078884,0.012532834,0.027592449
Pyruvate,87.01,MAC1,YMR021C,0,0,0.444766275,0.06440011,0.106645244
Fumarate,115,STB4,YMR019W,0,0,0.475599325,0.046056227,0.07966118
L-Saccharopine,275.12,FKH2,YNL068C,0,0,0.743402427,0.000406629,0.001700369
L-Saccharopine,275.12,SKO1,YNL167C,0,0,-0.643735879,0.003941897,0.011243231
L-Saccharopine,275.12,RAP1,YNL216W,0,0,0.768714732,0.000193335,0.000972272
L-Saccharopine,275.12,DAL82,YNL314W,0,0,-0.495340325,0.036596924,0.06641664
L-Saccharopine,275.12,YAP7,YOL028C,0,0,-0.356529174,0.146427797,0.212631854
L-Saccharopine,275.12,CIN5,YOR028C,0,0,-0.763365785,0.00022791,0.001094311
Pyruvate,87.01,STB4,YMR019W,0,0,0.553447713,0.017186944,0.035430691
Fumarate,115,SOK2,YMR016C,0,0,0.564258188,0.014715365,0.031210946
NAD,662.1,YAP7,YOL028C,0,0,-0.595701439,0.009090508,0.0216608
L-Saccharopine,275.12,BAS1,YKR099W,0,0,0.630411289,0.005037427,0.013732558
L-Saccharopine,275.12,RIM101,YHL027W,0,0,-0.565648604,0.014419136,0.030891221
4-Aminobutanoate,102.06,MBP1,YDL056W,0,0,0.237002898,0.343680744,0.417264232
L-Saccharopine,275.12,STE12,YHR084W,0,0,-0.611976203,0.006949675,0.017428908
L-Saccharopine,275.12,STB5,YHR178W,0,0,-0.773890552,0.000164204,0.000855025
Fumarate,115,INO4,YOL108C,0,0,0.564258188,0.014715365,0.031210946
L-Saccharopine,275.12,XBP1,YIL101C,0,0,-0.708497851,0.000998344,0.003468793
L-Saccharopine,275.12,FKH1,YIL131C,0,0,-0.748796268,0.00034955,0.001507878
4-Aminobutanoate,102.06,SUT1,YGL162W,0,0,0.190920691,0.447925297,0.517837412
L-Saccharopine,275.12,ZAP1,YJL056C,0,0,-0.817521438,3.43E-05,0.000262472
4-Aminobutanoate,102.06,XBP1,YIL101C,0,0,0.245645563,0.325838427,0.400267585
Pyruvate,87.01,AZF1,YOR113W,0,0,0.615789189,0.006512496,0.016795383
Pyruvate,87.01,CIN5,YOR028C,0,0,0.657378217,0.003030321,0.009020161
L-Saccharopine,275.12,CBF1,YJR060W,0,0,0.445427029,0.063957463,0.106092724
Pyruvate,87.01,INO4,YOL108C,0,0,0.575078884,0.012532834,0.027592449
Fumarate,115,RAP1,YNL216W,0,0,-0.62968998,0.005103154,0.013872159
L-Saccharopine,275.12,SPT23,YKL020C,0,0,-0.644874806,0.003858117,0.011037219
L-Saccharopine,275.12,RGT1,YKL038W,0,0,-0.785235973,0.000113074,0.0006489
Pyruvate,87.01,YAP7,YOL028C,0,0,0.265853602,0.286294487,0.363286032
L-Saccharopine,275.12,MSN4,YKL062W,0,0,-0.660020642,0.002875589,0.008640331
Pyruvate,87.01,DAL82,YNL314W,0,0,0.235175849,0.347523257,0.42032718
Fumarate,115,FKH2,YNL068C,0,0,-0.59638853,0.008990536,0.021529967
Pyruvate,87.01,RAP1,YNL216W,0,0,-0.591010631,0.009797158,0.022891029
Pyruvate,87.01,SKO1,YNL167C,0,0,0.563112591,0.014963048,0.031630957
4-Aminobutanoate,102.06,FKH1,YIL131C,0,0,0.267584201,0.283050566,0.359886648
Pyruvate,87.01,FKH2,YNL068C,0,0,-0.56225555,0.015150499,0.031894959
NAD,662.1,HAP5,YOR358W,0,0,-0.89818183,4.20E-07,1.15E-05
Fumarate,115,UGA3,YDL170W,0,0,0.38156363,0.11819007,0.177563855
Fumarate,115,INO2,YDR123C,0,0,0.564258188,0.014715365,0.031210946
dUDP,387,SPT2,YER161C,0,0,-0.790124536,9.56E-05,0.000574677
L-Proline,114.06,STE12,YHR084W,0,0,0.823306855,2.70E-05,0.00021586
4-Aminobutanoate,102.06,ACE2,YLR131C,0,0,0.252777258,0.311533562,0.387864719
dUDP,387,YAP6,YDR259C,0,0,0.779008789,0.000139136,0.00075489
dUDP,387,SUM1,YDR310C,0,0,-0.835409822,1.59E-05,0.000141638
dUDP,387,CAD1,YDR423C,0,0,-0.513838682,0.029159979,0.054901202
L-Proline,114.06,HSF1,YGL073W,0,0,-0.833543664,1.73E-05,0.000151925
L-Proline,114.06,PHO4,YFR034C,0,0,0.552786065,0.017348244,0.035614655
Pyruvate,87.01,INO2,YDR123C,0,0,0.575078884,0.012532834,0.027592449
Pyruvate,87.01,PHO2,YDL106C,0,0,0.398526166,0.101398344,0.156016293
dUDP,387,GLN3,YER040W,0,0,-0.913175973,1.23E-07,5.01E-06
dUDP,387,SWI4,YER111C,0,0,-0.84603194,9.68E-06,9.54E-05
NAD,662.1,SWI5,YDR146C,0,0,-0.691059989,0.001493945,0.004940493
4-Aminobutanoate,102.06,CHA4,YLR098C,0,0,0.282628943,0.255801804,0.333677302
L-Proline,114.06,RPH1,YER169W,0,0,0.790639204,9.39E-05,0.000566267
dUDP,387,PHO4,YFR034C,0,0,-0.734683419,0.000515375,0.002022344
L-Proline,114.06,SPT2,YER161C,0,0,0.645777424,0.00379276,0.010866513
Pyruvate,87.01,MBP1,YDL056W,0,0,0.540246843,0.020637784,0.041253979
L-Proline,114.06,SWI4,YER111C,0,0,0.703796425,0.001115995,0.003821984
L-Proline,114.06,GLN3,YER040W,0,0,0.80091819,6.50E-05,0.000429948
L-Proline,114.06,GCN4,YEL009C,0,0,0.684801721,0.001715303,0.005622546
L-Proline,114.06,STP1,YDR463W,0,0,0.779420841,0.000137267,0.000751626
L-Proline,114.06,YHP1,YDR451C,0,0,0.663376947,0.002688472,0.008181003
L-Proline,114.06,CAD1,YDR423C,0,0,0.314458867,0.203765901,0.276560111
L-Proline,114.06,SUM1,YDR310C,0,0,0.683010389,0.001783434,0.00576674
L-Proline,114.06,STB5,YHR178W,0,0,0.805597522,5.46E-05,0.000375381
L-Proline,114.06,FKH1,YIL131C,0,0,0.761167161,0.000243561,0.001149248
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,YAP7,YOL028C,0,0,-0.521451913,0.026464641,0.050573929
L-Proline,114.06,DAL80,YKR034W,0,0,0.339186169,0.168523327,0.238201241
L-Proline,114.06,HAP1,YLR256W,0,0,-0.786142594,0.000109649,0.000634968
Xanthosine 5-phosphate,363.03,GCR1,YPL075W,0,0,-0.15356753,0.542932763,0.607817522
Pyruvate,87.01,SUM1,YDR310C,0,0,0.393701113,0.105988857,0.161906239
Xanthosine 5-phosphate,363.03,AFT2,YPL202C,0,0,0.478468769,0.044576877,0.077866922
L-Proline,114.06,RFX1,YLR176C,0,0,0.840525919,1.26E-05,0.000116799
Inosine,267.07,GCR1,YPL075W,0,0,0.273387635,0.272337152,0.35022631
NAD,662.1,STP1,YDR463W,0,0,-0.894557901,5.49E-07,1.29E-05
NAD,662.1,YHP1,YDR451C,0,0,-0.786524953,0.000108231,0.00063058
L-Proline,114.06,ACE2,YLR131C,0,0,0.673613927,0.002178543,0.006881316
dUDP,387,HAP3,YBL021C,0,0,-0.821748621,2.88E-05,0.000225641
L-Proline,114.06,CHA4,YLR098C,0,0,0.694878061,0.001370931,0.004580157
dUDP,387,SMP1,YBR182C,0,0,0.252124997,0.312826097,0.38862209
NAD,662.1,AFT2,YPL202C,0,0,-0.805504282,5.48E-05,0.000375381
NAD,662.1,CAD1,YDR423C,0,0,-0.472093723,0.047913792,0.082415172
NAD,662.1,SUM1,YDR310C,0,0,-0.789511624,9.77E-05,0.000583347
Pyruvate,87.01,YAP6,YDR259C,0,0,-0.457271148,0.056401503,0.094963235
Pyruvate,87.01,MET32,YDR253C,0,0,-0.477797208,0.044919817,0.078291281
NAD,662.1,YAP6,YDR259C,0,0,0.758025307,0.000267493,0.001234732
4-Aminobutanoate,102.06,GLN3,YER040W,0,0,0.256184108,0.304834234,0.383753769
L-Proline,114.06,RGT1,YKL038W,0,0,0.81035645,4.55E-05,0.000333251
dUDP,387,RPN4,YDL020C,0,0,-0.757645928,0.000270512,0.001245661
L-Proline,114.06,SPT23,YKL020C,0,0,0.783376877,0.00012038,0.000686705
L-Proline,114.06,GZF3,YJL110C,0,0,0.224180405,0.371164287,0.442518709
L-Proline,114.06,ZAP1,YJL056C,0,0,0.81953976,3.16E-05,0.000243179
4-Aminobutanoate,102.06,RFX1,YLR176C,0,0,0.211450975,0.39962494,0.472576275
dUDP,387,SKN7,YHR206W,0,0,-0.624460763,0.005600816,0.014886173
4-Aminobutanoate,102.06,SWI4,YER111C,0,0,0.24094512,0.33547363,0.409380656
dUDP,387,INO4,YOL108C,0,0,-0.910302432,1.59E-07,5.41E-06
dUDP,387,SOK2,YMR016C,0,0,-0.910302432,1.59E-07,5.41E-06
dUDP,387,STB4,YMR019W,0,0,-0.821997345,2.85E-05,0.000224919
4-Aminobutanoate,102.06,GCR1,YPL075W,0,0,-0.126475213,0.617016891,0.671480227
dUDP,387,MSN2,YMR037C,0,0,-0.910302432,1.59E-07,5.41E-06
4-Aminobutanoate,102.06,MET31,YPL038W,0,0,-0.372835392,0.127556803,0.189534929
4-Aminobutanoate,102.06,HAP5,YOR358W,0,0,0.3005267,0.225608092,0.300863269
dUDP,387,CRZ1,YNL027W,0,0,-0.505311274,0.032426659,0.060338214
4-Aminobutanoate,102.06,STB4,YMR019W,0,0,0.246426613,0.324253293,0.399772932
4-Aminobutanoate,102.06,AZF1,YOR113W,0,0,0.238044709,0.341500693,0.415409182
4-Aminobutanoate,102.06,CIN5,YOR028C,0,0,0.181394404,0.471308698,0.538546378
dUDP,387,DAL82,YNL314W,0,0,-0.625554255,0.005493618,0.014660624
4-Aminobutanoate,102.06,INO4,YOL108C,0,0,0.253264706,0.310569701,0.387401239
L-Proline,114.06,YAP6,YDR259C,0,0,-0.742108686,0.000421426,0.00174317
4-Aminobutanoate,102.06,YAP7,YOL028C,0,0,0.150160371,0.552025107,0.615472567
4-Aminobutanoate,102.06,DAL82,YNL314W,0,0,0.334981515,0.174202332,0.244600042
4-Aminobutanoate,102.06,MAC1,YMR021C,0,0,0.252768875,0.311550154,0.387864719
dUDP,387,HAP5,YOR358W,0,0,-0.888615168,8.35E-07,1.76E-05
dUDP,387,MET31,YPL038W,0,0,0.79826461,7.16E-05,0.000462513
dUDP,387,GCR1,YPL075W,0,0,0.895619073,5.08E-07,1.29E-05
4-Aminobutanoate,102.06,GAT1,YFL021W,0,0,0.059308572,0.81516699,0.847543046
4-Aminobutanoate,102.06,RAP1,YNL216W,0,0,-0.225306933,0.368701685,0.440632868
dUDP,387,AFT2,YPL202C,0,0,-0.841110328,1.23E-05,0.000115319
4-Aminobutanoate,102.06,FKH2,YNL068C,0,0,-0.234261071,0.349456375,0.422130931
4-Aminobutanoate,102.06,MSN2,YMR037C,0,0,0.253264706,0.310569701,0.387401239
dUDP,387,YOX1,YML027W,0,0,-0.703942565,0.001112172,0.003815728
4-Aminobutanoate,102.06,SOK2,YMR016C,0,0,0.253264706,0.310569701,0.387401239
Pyruvate,87.01,PDR3,YBL005W,0,0,0.672305324,0.002238888,0.007037032
4-Aminobutanoate,102.06,AFT2,YPL202C,0,0,0.328841838,0.182724194,0.253953406
L-Proline,114.06,MET32,YDR253C,0,0,-0.650379123,0.003473477,0.010072557
dUDP,387,YAP5,YIR018W,0,0,0.54654822,0.018928461,0.038382381
L-Proline,114.06,SWI5,YDR146C,0,0,0.604810531,0.007835395,0.019221361
L-Proline,114.06,INO2,YDR123C,0,0,0.790639204,9.39E-05,0.000566267
Pyruvate,87.01,THI2,YBR240C,0,0,0.208369095,0.406688777,0.478266001
4-Aminobutanoate,102.06,SPT2,YER161C,0,0,0.34728931,0.157935402,0.225740129
dUDP,387,GZF3,YJL110C,0,0,-0.39593791,0.10384267,0.158881779
4-Aminobutanoate,102.06,SFP1,YLR403W,0,0,-0.187173189,0.457052158,0.52679534
L-Proline,114.06,NRG1,YDR043C,0,0,0.76569004,0.000212295,0.00104561
NAD,662.1,MBP1,YDL056W,0,0,-0.86532577,3.54E-06,4.17E-05
L-Proline,114.06,PHO2,YDL106C,0,0,0.71357217,0.000883139,0.003119553
4-Aminobutanoate,102.06,RPH1,YER169W,0,0,0.253264706,0.310569701,0.387401239
L-Proline,114.06,RPN4,YDL020C,0,0,0.682212466,0.001814495,0.005837542
L-Proline,114.06,SMP1,YBR182C,0,0,-0.367171226,0.133906928,0.197755904
dUDP,387,DAL80,YKR034W,0,0,-0.519031671,0.027299532,0.05196156
L-Proline,114.06,HAP3,YBL021C,0,0,0.703507758,0.001123579,0.003841073
dUDP,387,CHA4,YLR098C,0,0,-0.837233987,1.47E-05,0.000130955
dUDP,387,ACE2,YLR131C,0,0,-0.837507412,1.45E-05,0.000129931
dUDP,387,RFX1,YLR176C,0,0,-0.924728554,4.08E-08,3.39E-06
4-Aminobutanoate,102.06,HSF1,YGL073W,0,0,-0.188393617,0.454069561,0.524306303
4-Aminobutanoate,102.06,ROX1,YPR065W,0,0,0.183528833,0.466017355,0.534228653
NAD,662.1,THI2,YBR240C,0,0,-0.632101854,0.004886076,0.013434952
4-Aminobutanoate,102.06,GAL4,YPL248C,0,0,0.201156393,0.423480597,0.49496723
Xanthosine 5-phosphate,363.03,HAP5,YOR358W,0,0,0.326831341,0.185574287,0.255498892
Xanthosine 5-phosphate,363.03,AZF1,YOR113W,0,0,0.39263495,0.107022918,0.163094734
Xanthosine 5-phosphate,363.03,CIN5,YOR028C,0,0,0.380888948,0.118896216,0.178425515
Xanthosine 5-phosphate,363.03,GLN3,YER040W,0,0,0.326556351,0.185966406,0.2557436
Xanthosine 5-phosphate,363.03,SWI5,YDR146C,0,0,0.433702304,0.072155293,0.117352141
Fumarate,115,HAP3,YBL021C,0,0,0.458838359,0.055454279,0.09369861
L-Proline,114.06,AFT2,YPL202C,0,0,0.704276542,0.001103476,0.003792702
Xanthosine 5-phosphate,363.03,MET32,YDR253C,0,0,-0.40312424,0.09715835,0.150218128
Xanthosine 5-phosphate,363.03,YAP6,YDR259C,0,0,-0.024224005,0.923990106,0.938726791
Xanthosine 5-phosphate,363.03,SUM1,YDR310C,0,0,0.445680759,0.06378809,0.105907071
4-Aminobutanoate,102.06,CAD1,YDR423C,0,0,0.331409265,0.179127365,0.250228358
Pyruvate,87.01,STB5,YHR178W,0,0,0.568242266,0.013879229,0.029935899
Xanthosine 5-phosphate,363.03,YHP1,YDR451C,0,0,0.487413909,0.040196392,0.071389688
Xanthosine 5-phosphate,363.03,STP1,YDR463W,0,0,0.421862781,0.081195708,0.129304166
NAD,662.1,MET31,YPL038W,0,0,0.787220973,0.000105691,0.000619554
4-Aminobutanoate,102.06,ASH1,YKL185W,0,0,0.206555774,0.410876205,0.481708237
Pyruvate,87.01,OPI1,YHL020C,0,0,0.600802063,0.008369244,0.020296478
Xanthosine 5-phosphate,363.03,SWI4,YER111C,0,0,0.329611946,0.181640284,0.2526307
Xanthosine 5-phosphate,363.03,SPT2,YER161C,0,0,0.467131608,0.050639484,0.086480835
Xanthosine 5-phosphate,363.03,RPH1,YER169W,0,0,0.327027618,0.185294746,0.255498892
Pyruvate,87.01,STE12,YHR084W,0,0,0.498994449,0.035023406,0.064293688
4-Aminobutanoate,102.06,HAP2,YGL237C,0,0,-0.175595486,0.485834028,0.552307452
Pyruvate,87.01,RIM101,YHL027W,0,0,0.270515304,0.277607861,0.354855266
Xanthosine 5-phosphate,363.03,PHO4,YFR034C,0,0,0.474766276,0.046492608,0.080259598
L-Proline,114.06,MET31,YPL038W,0,0,-0.662057051,0.002760825,0.008334812
Xanthosine 5-phosphate,363.03,HSF1,YGL073W,0,0,-0.209271109,0.404614386,0.476412872
L-Proline,114.06,HAP5,YOR358W,0,0,0.782416199,0.00012431,0.000696645
Xanthosine 5-phosphate,363.03,SUT1,YGL162W,0,0,0.413843428,0.087772817,0.137939025
Xanthosine 5-phosphate,363.03,INO2,YDR123C,0,0,0.327027618,0.185294746,0.255498892
Pyruvate,87.01,XBP1,YIL101C,0,0,0.548396861,0.018448781,0.03758595
Xanthosine 5-phosphate,363.03,UGA3,YDL170W,0,0,0.504172823,0.032883315,0.061069014
Xanthosine 5-phosphate,363.03,PHO2,YDL106C,0,0,0.467642762,0.050353419,0.086069216
Pyruvate,87.01,ZAP1,YJL056C,0,0,0.643928709,0.003927608,0.011219222
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,INO4,YOL108C,0,0,-0.880144141,1.46E-06,2.35E-05
Fumarate,115,NRG1,YDR043C,0,0,0.591190112,0.009769332,0.022878914
NAD,662.1,RIM101,YHL027W,0,0,-0.684500964,0.001726589,0.005640191
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.06,HAP5,YOR358W,0,0,-0.867137276,3.19E-06,3.88E-05
