strain	growth	sd
YKL011C	0.851476	0.013286
YKL011C_damp	1.019532	0.011002
YKL012W_damp	0.997197	0.005886
YKL014C_damp	1.003286	0.011697
YKL015W	1.028629	0.00463
YKL016C	0.541982	0.03082
YKL016C_damp	0.90724	0.008925
YKL017C	1.038567	0.00654
YKL018C-A	1.129498	0.010979
YKL018W_damp	1.016152	0.013958
YKL020C	1.034902	0.006413
YKL022C_damp	0.970227	0.007058
YKL022C_tsq883	1.037439	0.009142
YKL023W	0.961755	0.013393
YKL025C	1.064595	0.008477
YKL026C	1.046144	0.006958
YKL027W	0.994205	0.008664
YKL028W_damp	1.044816	0.015352
YKL029C	1.012253	0.007247
YKL030W	1.067467	0.012085
YKL031W	1.02824	0.010053
YKL032C	0.753672	0.018876
YKL033W_damp	1.014093	0.005287
YKL033W-A	1.042809	0.007359
YKL034W	1.02261	0.00921
YKL035W_damp	0.92734	0.012809
YKL036C_damp	1.003417	0.010027
YKL037W	0.681986	0.018255
YKL038W	0.995659	0.004898
YKL039W	1.010646	0.007341
YKL040C	0.954824	0.008963
YKL041W	0.643162	0.039394
YKL043W	0.994901	0.006906
YKL044W	1.034322	0.018539
YKL045W_damp	0.968396	0.008118
YKL045W_tsq19	0.684583	0.012802
YKL046C	1.00634	0.006379
YKL047W	1.051394	0.007596
YKL048C	0.865507	0.016528
YKL049C_damp	1.075626	0.009534
YKL050C	1.037981	0.007803
YKL051W	0.998725	0.006499
YKL052C_damp	0.968108	0.008331
YKL053C-A	0.878545	0.025391
YKL054C_damp	0.902087	0.006182
YKL055C	0.761784	0.015853
YKL056C	0.883057	0.009749
YKL057C	0.855497	0.006112
YKL060C_damp	0.975258	0.011393
YKL061W	1.057047	0.008339
YKL062W	1.057759	0.014282
YKL063C	1.015707	0.005893
YKL064W	1.018836	0.013114
YKL065C	0.991822	0.007977
YKL066W	0.998921	0.00974
YKL067W	1.001733	0.005641
YKL068W	0.979587	0.013978
YKL068W-A	1.006369	0.01245
YKL069W	0.775065	0.040238
YKL070W	1.012096	0.005737
YKL071W	1.062812	0.006202
YKL072W	1.039271	0.006821
YKL073W	1.007694	0.008215
YKL074C	0.917156	0.008135
YKL075C	0.911237	0.007737
YKL076C	0.92889	0.011792
YKL077W	1.035713	0.007869
YKL079W	1.053163	0.007153
YKL080W	0.384938	0.019986
YKL081W	0.780282	0.028342
YKL082C_damp	0.982998	0.008658
YKL084W	1.053167	0.006786
YKL085W	1.020589	0.007173
YKL086W	1.03083	0.006273
YKL087C	0.927842	0.010888
YKL089W_damp	1.040803	0.011796
YKL089W_tsq113	0.899728	0.008396
YKL090W	0.997306	0.01392
YKL091C	1.03396	0.006061
YKL092C	1.0208	0.011337
YKL093W	0.993336	0.011559
YKL094W	1.041285	0.008724
YKL096C-B	1.056163	0.007709
YKL096W	1.041375	0.010512
YKL096W-A	1.054017	0.015131
YKL097C	1.050767	0.009988
YKL098W	1.016726	0.007838
YKL099C_damp	0.744661	0.013327
YKL100C	1.03501	0.005859
YKL101W	1.026503	0.011388
YKL102C	1.003713	0.012333
YKL103C	1.047941	0.006074
YKL104C_damp	0.998216	0.005143
YKL105C	1.035322	0.006051
YKL106C-A	0.996612	0.010141
YKL106W	0.94555	0.008149
YKL107W	1.015205	0.006787
YKL109W	0.862614	0.02461
YKL110C	0.836142	0.01351
YKL111C_damp	0.650614	0.012061
YKL112W_damp	0.963173	0.011675
YKL113C	0.810777	0.013281
YKL114C	1.054118	0.010228
YKL115C	1.000965	0.01036
YKL116C	1.01515	0.006765
YKL117W	1.028233	0.008577
YKL118W_damp	0.997213	0.007866
YKL119C	0.38906	0.01966
YKL119C_damp	0.898235	0.008378
YKL120W	1.039428	0.006458
YKL121W	1.005677	0.011368
YKL123W	1.002054	0.01188
YKL124W	1.007507	0.015789
YKL125W_damp	0.965679	0.009435
YKL125W_tsq527	0.856115	0.013312
YKL126W_damp	0.977951	0.004988
YKL127W	0.987657	0.008663
YKL128C	1.00689	0.005203
YKL129C	1.069199	0.01099
YKL130C	1.018978	0.011158
YKL131W	1.019692	0.0078
YKL132C	1.040738	0.008261
YKL133C	0.980875	0.005754
YKL134C	0.63447	0.058183
YKL134C_damp	0.940325	0.010776
YKL135C	0.916961	0.009474
YKL136W	0.978271	0.011785
YKL137W	0.93321	0.011948
YKL138C	0.513097	0.050382
YKL138C_damp	0.67516	0.041165
YKL140W	1.061219	0.006968
YKL141W_damp	0.951851	0.010857
YKL142W	1.024546	0.00658
YKL143W_damp	0.988585	0.00575
YKL144C_damp	0.512707	0.022383
YKL146W	1.05741	0.0074
YKL147C	1.030602	0.009619
YKL148C	0.966732	0.008852
YKL149C	0.934967	0.006666
YKL150W	1.026979	0.006037
YKL151C	1.048866	0.010345
YKL154W_damp	0.963868	0.015965
YKL155C	0.470596	0.041153
YKL155C_damp	1.021174	0.009712
YKL156W	0.961206	0.010027
YKL157W	0.999354	0.013332
YKL158W	1.013529	0.017379
YKL159C	1.035908	0.00589
YKL160W	0.957056	0.014437
YKL161C	1.070906	0.008225
YKL162C	1.003431	0.007034
YKL162C-A_damp	1.021281	0.010978
YKL163W	1.007656	0.006412
YKL164C	1.001563	0.007961
YKL165C_damp	1.003763	0.011419
YKL166C	0.978989	0.012285
YKL167C	0.922609	0.013928
YKL168C	1.047421	0.007499
YKL169C_damp	0.496097	0.027624
YKL170W	0.567188	0.041307
YKL170W_damp	0.646421	0.0338
YKL171W	0.970944	0.011816
YKL172W_tsq529	0.908221	0.00772
YKL173W_damp	1.013621	0.015062
YKL173W_tsq621	0.81279	0.010189
YKL173W_tsq622	0.818236	0.009683
YKL174C	1.012207	0.006645
YKL175W	0.984411	0.009963
YKL176C	0.852222	0.012063
YKL177W	0.998058	0.009807
YKL178C	1.044797	0.01622
YKL179C	0.844724	0.025846
YKL180W_damp	0.561788	0.025847
YKL181W	0.379861	0.024756
YKL182W_damp	0.981499	0.011976
YKL183C-A	1.004973	0.007379
YKL183W	1.033455	0.009634
YKL184W	0.56021	0.017088
YKL184W_damp	0.85115	0.01054
YKL185W	1.061601	0.007734
YKL187C	1.048045	0.007823
YKL188C	1.015084	0.009599
YKL189W_damp	0.995793	0.014152
YKL190W	0.983904	0.009452
YKL191W	0.961284	0.009641
YKL192C_damp	0.294592	0.038685
YKL193C_damp	1.01522	0.006637
YKL193C_tsq572	0.976958	0.005947
YKL194C	0.49469	0.045722
YKL194C_damp	0.994298	0.00828
YKL195W_damp	0.968914	0.011764
YKL196C_damp	0.972916	0.006654
YKL197C	0.872335	0.013193
YKL198C	1.019602	0.00537
YKL199C	1.060232	0.010145
YKL200C	1.063069	0.010856
YKL201C	1.076385	0.013298
YKL202W	1.02299	0.014145
YKL203C_damp	1.067489	0.013548
YKL203C_tsq398	0.959288	0.007206
YKL203C_tsq838	0.823032	0.009819
YKL205W	0.988929	0.010367
YKL206C	0.992789	0.013738
YKL207W	1.04159	0.011788
YKL208W	0.764907	0.029753
YKL209C	0.97998	0.009517
YKL210W_damp	1.005609	0.014027
YKL211C	0.980757	0.010056
YKL212W	0.540116	0.031665
YKL213C	0.829508	0.01421
YKL214C	1.033264	0.027079
YKL215C	0.990916	0.010216
YKL216W	0.96521	0.007312
YKL217W	1.026844	0.006803
YKL218C	1.050634	0.008012
YKL220C	1.009012	0.006767
YKL221W	1.000638	0.008116
YKL222C	1.001253	0.007266
YKL224C	1.044578	0.013919
YKR002W_damp	0.997095	0.011867
YKR003W	1.021453	0.006741
YKR004C_damp	1.050691	0.012305
YKR005C	1.023066	0.008057
YKR006C	0.429861	0.068177
YKR006C_damp	0.615856	0.017832
YKR007W	0.75983	0.014711
YKR008W_tsq498	0.752482	0.012531
YKR009C	1.013174	0.008098
YKR010C	1.054352	0.012611
YKR011C	1.05852	0.01094
YKR012C	1.054425	0.01364
YKR013W	1.040084	0.009624
YKR014C	1.022134	0.006735
YKR015C	1.034608	0.006494
YKR016W	0.956437	0.0082
YKR017C	1.029299	0.006601
YKR018C	1.027727	0.005139
YKR019C	0.923229	0.014436
YKR020W	0.739419	0.013319
YKR021W	1.057455	0.007415
YKR022C_damp	0.972821	0.018001
YKR023W	0.995879	0.008631
YKR024C	0.963685	0.01617
YKR026C	1.000003	0.00943
YKR027W	0.954152	0.009252
YKR028W	1.012529	0.008983
YKR029C	0.991763	0.010725
YKR030W	1.003637	0.008815
YKR031C	1.028253	0.005358
YKR032W	1.007087	0.008829
YKR033C	0.994572	0.013192
YKR034W	1.062433	0.009605
YKR035C	0.894975	0.023553
YKR035W-A	0.985772	0.010257
YKR036C	1.01648	0.012448
YKR038C_damp	0.937985	0.012446
YKR039W	1.057099	0.009538
YKR040C	0.990444	0.013396
YKR041W	1.038523	0.011687
YKR042W	0.887276	0.008972
YKR043C	1.085395	0.010766
YKR044W	1.015257	0.004891
YKR045C	1.01406	0.007328
YKR046C	1.076915	0.009
YKR047W	1.051776	0.010774
YKR048C	1.079365	0.010622
YKR049C	1.017311	0.009625
YKR050W	1.024807	0.019795
YKR051W	0.929998	0.008268
YKR052C	1.028368	0.009042
YKR053C	1.022245	0.008308
YKR054C	0.943925	0.015181
YKR055W	1.008743	0.009519
YKR056W	1.009477	0.010351
YKR057W	0.790919	0.025375
YKR058W	1.007728	0.007417
YKR059W	0.903798	0.010077
YKR060W	0.993835	0.008228
YKR061W	1.02356	0.007572
YKR062W_damp	0.981831	0.006902
YKR062W_tsq692	0.547925	0.013982
YKR063C_damp	0.950369	0.010253
YKR064W	1.010345	0.017155
YKR065C	0.915668	0.010759
YKR066C	1.03211	0.006743
YKR067W	1.041315	0.007349
YKR069W	1.016453	0.005689
YKR070W	1.037157	0.005636
YKR071C_damp	1.038563	0.007329
YKR072C	0.918132	0.008587
YKR073C_damp	0.972755	0.009644
YKR074W	0.922666	0.012426
YKR075C	1.048311	0.01317
YKR075C_damp	1.062793	0.009389
YKR076W	1.031381	0.007692
YKR077W	1.041398	0.009629
YKR078W	1.005217	0.006926
YKR079C_damp	1.0343	0.015139
YKR080W	1.019097	0.006676
YKR081C_damp	0.949103	0.008946
YKR082W	0.788184	0.021584
YKR084C	0.952896	0.006486
YKR085C	0.465082	0.048441
YKR085C_damp	0.650543	0.024274
YKR086W_damp	1.007851	0.00667
YKR086W_tsq598	0.916331	0.006356
YKR086W_tsq644	0.866776	0.010949
YKR087C	1.036155	0.007411
YKR088C	1.043426	0.006806
YKR089C	1.005469	0.004772
YKR090W	1.02476	0.007232
YKR091W	1.01872	0.015847
YKR092C	0.847797	0.011244
YKR093W	1.000061	0.012382
YKR094C	0.810636	0.022071
YKR095W	1.053616	0.014092
YKR096W	1.029942	0.007327
YKR097W	0.992944	0.009351
YKR098C	1.013634	0.00565
YKR099W	0.832957	0.010243
YKR100C	1.019751	0.007556
YKR101W	0.89205	0.011179
YKR102W	1.024769	0.00785
YKR103W	1.021705	0.009002
YKR104W	1.001275	0.011977
YKR105C	1.036425	0.008214
YKR106W	1.031246	0.010815
YLL001W	0.98109	0.009363
YLL002W	0.804523	0.014542
YLL003W_tsq475	1.018761	0.004467
YLL004W_damp	0.978252	0.008829
YLL004W_tsq351	0.86892	0.008015
YLL005C	0.991958	0.008655
YLL006W	0.817832	0.016622
YLL007C	0.840517	0.00952
YLL010C	1.063809	0.008644
YLL011W_damp	1.048631	0.017805
YLL012W	0.995648	0.005785
YLL013C	1.044141	0.010311
YLL014W	1.017641	0.007202
YLL015W	1.023176	0.00723
YLL016W	1.050472	0.006484
YLL017W	1.026691	0.010959
YLL018C_damp	0.936748	0.007822
YLL018C-A	0.683735	0.054598
YLL018C-A_damp	0.930371	0.005227
YLL019C	1.006987	0.010775
YLL020C	0.964136	0.012461
YLL021W	1.029476	0.008149
YLL022C	0.97474	0.010305
YLL023C	1.00279	0.006888
YLL024C	1.00852	0.0086
YLL025W	1.02502	0.007033
YLL026W	1.041659	0.008147
YLL027W	0.426956	0.047317
YLL028W	1.065923	0.007327
YLL029W	0.938647	0.009562
YLL030C_damp	1.012212	0.008887
YLL031C_damp	1.055736	0.016889
YLL032C	1.050919	0.007716
YLL033W	0.554449	0.023309
YLL033W_damp	0.99749	0.004373
YLL038C	0.946231	0.007437
YLL039C	0.661157	0.058654
YLL040C	0.945511	0.009037
YLL041C	0.96668	0.008134
YLL042C	0.971467	0.008717
YLL043W	0.923636	0.013123
YLL045C	0.904794	0.009237
YLL046C	1.021057	0.011033
YLL047W	0.992235	0.019445
YLL048C	0.997607	0.010066
YLL049W	0.874705	0.011239
YLL050C_tsq234	1.007924	0.009516
YLL051C	1.028155	0.005309
YLL052C	1.039447	0.006129
YLL053C	1.042731	0.013228
YLL054C	1.021489	0.00636
YLL055W	1.012837	0.006678
YLL056C	1.008886	0.007407
YLL057C	1.048306	0.007274
YLL058W	1.03307	0.007238
YLL059C	0.964049	0.010867
YLL060C	1.013558	0.007873
YLL061W	1.044732	0.007028
YLL062C	1.058263	0.007808
YLL063C	1.047612	0.005713
YLL064C	1.031511	0.006981
YLL066W-B	1.014653	0.021491
YLR001C	1.047251	0.008447
YLR002C_damp	0.935524	0.009006
YLR003C	1.010462	0.010779
YLR004C	1.000713	0.007886
YLR005W_damp	0.889632	0.008478
YLR005W_tsq752	0.665007	0.007401
YLR006C	1.015468	0.005931
YLR007W_damp	0.946454	0.008334
YLR008C_tsq501	0.840282	0.011412
YLR009W_damp	0.754046	0.018276
YLR010C_damp	0.598727	0.017973
YLR011W	1.092226	0.015298
YLR012C	0.959204	0.021408
YLR013W	1.012928	0.006882
YLR014C	0.971162	0.009726
YLR015W	0.822013	0.023861
YLR016C	1.022733	0.008007
YLR017W	1.010671	0.006072
YLR018C	1.012196	0.00502
YLR019W	1.017353	0.008751
YLR020C	1.017956	0.006534
YLR021W	0.944022	0.011968
YLR022C_damp	0.950911	0.017408
YLR023C	1.0941	0.006239
YLR024C	0.964253	0.014237
YLR025W	0.229716	0.026168
YLR025W_damp	0.700694	0.014893
YLR026C_damp	0.963477	0.007523
YLR026C_tsq198	0.40901	0.018681
YLR027C	0.224906	0.02647
YLR027C_damp	1.039389	0.014631
YLR028C	1.023671	0.006817
YLR030W	1.004664	0.008383
YLR031W	1.03495	0.004844
YLR032W	0.929871	0.013476
YLR034C	0.960731	0.011719
YLR035C	1.007754	0.006362
YLR036C	1.040161	0.005557
YLR037C	1.057383	0.012398
YLR038C	0.706117	0.037647
YLR039C	0.583185	0.025754
YLR040C	1.010016	0.005787
YLR041W	1.015752	0.012042
YLR042C	1.016348	0.010813
YLR043C	0.996105	0.006665
YLR044C	0.993845	0.006722
YLR045C_damp	0.997349	0.009654
YLR045C_tsq545	0.85311	0.0107
YLR045C_tsq550	0.991014	0.007983
YLR045C_tsq555	0.914304	0.009527
YLR046C	1.000914	0.010339
YLR047C	1.034704	0.008786
YLR048W	0.547252	0.016753
YLR048W_damp	0.625363	0.019591
YLR049C	1.028032	0.009809
YLR050C	1.038634	0.008089
YLR051C_damp	0.922293	0.009248
YLR052W	0.655073	0.010722
YLR052W_damp	0.964815	0.012204
YLR053C	1.082358	0.013338
YLR054C	1.048508	0.008025
YLR055C	0.755739	0.010652
YLR056W	0.748198	0.023053
YLR057W	1.014341	0.005736
YLR058C	1.031134	0.009644
YLR059C	1.04053	0.009649
YLR061W	0.477342	0.032571
YLR062C	0.845392	0.022294
YLR063W	1.038064	0.009341
YLR064W	0.984467	0.007962
YLR065C	0.930792	0.019283
YLR066W_damp	0.69165	0.00859
YLR066W_tsq623	1.010504	0.008516
YLR067C	0.598327	0.054166
YLR067C_damp	0.991714	0.004694
YLR068W	0.448211	0.020292
YLR069C	0.39182	0.032846
YLR069C_damp	0.990649	0.009319
YLR070C	1.052826	0.008357
YLR071C_damp	0.966276	0.014753
YLR072W	1.011647	0.014119
YLR073C	1.051199	0.007676
YLR074C_damp	0.897937	0.01042
YLR076C_damp	0.55111	0.019534
YLR077W	1.018471	0.007328
YLR078C_damp	0.684109	0.009557
YLR078C_tsq199	0.605373	0.009615
YLR079W	0.551755	0.019617
YLR079W_damp	0.694184	0.019594
YLR080W	0.983616	0.006671
YLR081W	1.077401	0.011882
YLR082C	1.039265	0.007809
YLR083C	1.051032	0.008878
YLR084C	0.992535	0.007833
YLR085C	0.945518	0.010419
YLR086W_damp	0.988967	0.011505
YLR086W_tsq264	0.438927	0.012424
YLR087C	0.885922	0.013358
YLR088W_damp	0.552404	0.023074
YLR089C	0.82184	0.017224
YLR090W	1.000726	0.011229
YLR091W	0.549002	0.019981
YLR092W	1.02152	0.00782
YLR093C	1.001556	0.007955
YLR094C	1.067445	0.006041
YLR095C	0.973946	0.00934
YLR096W	1.052468	0.006425
YLR097C	1.068568	0.008244
YLR098C	0.9956	0.006918
YLR099C	0.986316	0.007331
YLR101C_damp	0.541211	0.030233
YLR102C	1.027229	0.006404
YLR103C_damp	1.025719	0.005812
YLR103C_tsq694	0.974651	0.012288
YLR104W	0.981777	0.006724
YLR105C_damp	1.002098	0.009482
YLR105C_tsq676	1.034977	0.006316
YLR106C_damp	0.998824	0.010524
YLR107W	1.002992	0.006647
YLR108C	1.05922	0.008987
YLR109W	1.021821	0.009445
YLR110C	0.916326	0.01024
YLR111W	0.931395	0.014183
YLR112W	1.004255	0.011249
YLR113W	0.99595	0.010149
YLR114C	0.885683	0.017417
YLR115W_damp	0.987266	0.012207
YLR116W_damp	0.936682	0.005981
YLR116W_tsq855	0.477283	0.025186
YLR117C_damp	0.981391	0.013632
YLR118C	1.06272	0.014157
YLR119W	0.845338	0.01697
YLR120C	1.015166	0.007282
YLR121C	1.036184	0.006257
YLR122C	1.024987	0.010251
YLR123C	1.022223	0.009248
YLR124W	1.015842	0.008777
YLR125W	1.023981	0.013325
YLR126C	1.050404	0.009386
YLR127C_damp	1.001929	0.004316
YLR128W	1.039079	0.013926
YLR129W_damp	0.952294	0.012126
YLR130C	1.059299	0.009337
YLR131C	1.085767	0.011575
YLR132C_damp	0.995402	0.009031
YLR133W	1.054716	0.010101
YLR134W	1.023081	0.010047
YLR135W	1.035912	0.007402
YLR136C	1.019475	0.006371
YLR137W	1.011045	0.007712
YLR138W	1.026544	0.006589
YLR139C	0.476718	0.033214
YLR141W_damp	1.021244	0.006904
YLR142W	1.042283	0.007711
YLR143W	0.956547	0.010218
YLR144C	1.020222	0.006076
YLR145W_damp	0.995422	0.012584
YLR146C	1.027645	0.007984
YLR148W	0.245205	0.012852
YLR148W_damp	0.985397	0.003756
YLR149C	1.025096	0.009924
YLR150W	0.930357	0.010231
YLR151C	1.02365	0.005827
YLR152C	1.025704	0.007127
YLR153C_damp	0.977236	0.015245
YLR154C	0.969005	0.010053
YLR154C-G	0.992311	0.006843
YLR154C-H	0.981515	0.006237
YLR154W-A	0.969135	0.011198
YLR156C-A	1.018446	0.009259
YLR156W	1.094649	0.011655
YLR157C	1.048759	0.009464
YLR158C	1.053705	0.009874
YLR159W	1.003629	0.012023
YLR160C	1.012876	0.013666
YLR161W	1.010914	0.011048
YLR162W	1.050307	0.007102
YLR162W-A	1.043855	0.008522
YLR163C_damp	1.114834	0.015254
YLR164W	1.038183	0.011627
YLR165C	1.045622	0.010557
YLR166C_damp	0.98335	0.004165
YLR167W_damp	0.611105	0.023568
YLR168C	1.002152	0.013701
YLR169W	1.033545	0.011353
YLR170C	0.993805	0.00718
YLR171W	0.999466	0.011313
YLR172C	1.009764	0.005917
YLR173W	1.021101	0.00593
YLR174W	1.035801	0.006084
YLR176C	1.029651	0.007613
YLR177W	0.997834	0.005896
YLR178C	1.025161	0.006539
YLR179C	1.035359	0.009283
YLR180W	0.976459	0.006391
YLR181C	1.026554	0.009236
YLR182W	0.297483	0.052489
YLR183C	0.986968	0.010263
YLR184W	0.693795	0.031464
YLR185W	0.595645	0.022271
YLR186W_damp	0.732103	0.0183
YLR187W	1.052088	0.010122
YLR188W	1.009571	0.005781
YLR189C	1.000082	0.008599
YLR190W	0.83063	0.011928
YLR191W	0.895435	0.01051
YLR192C	0.584393	0.029655
YLR192C_damp	0.953346	0.011345
YLR193C	0.800647	0.020034
YLR194C	0.998996	0.005481
YLR195C_damp	0.979045	0.0104
YLR195C_tsq690	0.773302	0.010375
YLR197W_damp	0.784974	0.012145
YLR198C_damp	0.360311	0.022782
YLR199C	1.01016	0.007904
YLR200W	0.832657	0.01943
YLR201C	0.719361	0.039944
YLR201C_damp	0.897612	0.014424
YLR202C_damp	0.773756	0.015186
YLR203C	0.762914	0.044077
YLR203C_damp	0.593424	0.013859
YLR204W	0.752128	0.069819
YLR204W_damp	0.704607	0.033874
YLR205C	1.037537	0.005491
YLR206W	1.020485	0.006282
YLR207W	1.081335	0.01262
YLR209C	1.025782	0.009606
YLR210W	1.084382	0.017276
YLR211C	1.003188	0.006511
YLR212C_damp	0.918257	0.013173
YLR213C	1.000219	0.007906
YLR214W	1.001347	0.009247
YLR215C_damp	0.942938	0.00714
YLR216C	0.998806	0.007095
YLR217W	1.076562	0.013894
YLR218C	0.753933	0.028994
YLR219W	0.987667	0.007761
YLR220W	1.027724	0.007631
YLR221C	0.98679	0.007753
YLR222C_damp	1.004505	0.006046
YLR223C_damp	0.98324	0.007537
YLR224W	1.039453	0.008563
YLR225C	1.028938	0.008376
YLR226W	0.435259	0.023659
YLR226W_damp	1.004963	0.008469
YLR227C	1.032595	0.010414
YLR228C	1.066727	0.007897
YLR231C	1.038604	0.008252
YLR232W	1.011051	0.009841
YLR233C	1.028956	0.00699
YLR236C	0.981783	0.009009
YLR237W	0.965959	0.00884
YLR238W	1.009309	0.010215
YLR239C	0.769199	0.011306
YLR240W_damp	0.977243	0.008254
YLR241W	1.010637	0.005494
YLR242C	0.438479	0.028359
YLR244C	0.482067	0.018871
YLR245C	1.014393	0.00693
YLR246W	0.95112	0.011402
YLR247C	1.055161	0.012949
YLR248W	1.028211	0.00706
YLR249W_damp	1.00474	0.012136
YLR249W_tsq584	0.371068	0.01548
YLR250W	1.045755	0.007544
YLR251W	1.040131	0.007875
YLR252W	1.031634	0.01524
YLR253W	1.040065	0.007212
YLR254C	1.017139	0.012726
YLR255C	0.979646	0.014456
YLR256W	0.900921	0.032187
YLR257W	1.0654	0.015199
YLR258W	1.040111	0.007266
YLR259C_damp	0.992243	0.008574
YLR260W	1.049964	0.015433
YLR261C	0.570506	0.072218
YLR261C_damp	0.959482	0.004689
YLR262C	0.588849	0.021443
YLR262C_damp	0.985663	0.00861
YLR262C-A	1.019534	0.005623
YLR263W	1.098495	0.012175
YLR264C-A	0.914507	0.008732
YLR264W	0.824198	0.015473
YLR265C	1.002901	0.009884
YLR266C	1.014545	0.007709
YLR267W	1.01042	0.005831
YLR268W_tsq121	0.744293	0.009568
YLR268W_tsq313	0.865962	0.007828
YLR269C	0.941756	0.013048
YLR270W	0.910395	0.00948
YLR270W_damp	0.966583	0.009102
YLR271W	0.999959	0.00963
YLR272C_damp	0.999267	0.009501
YLR272C_tsq432	0.740215	0.006663
YLR273C	1.028463	0.01061
YLR274W_damp	0.986174	0.010052
YLR274W_tsq403	0.900954	0.00867
YLR276C_damp	0.966051	0.004179
YLR277C_damp	0.984914	0.008989
YLR278C	1.023731	0.006549
YLR279W	0.995054	0.011083
YLR280C	0.99516	0.011717
YLR281C	1.018578	0.009905
YLR282C	1.033977	0.017709
YLR283W	1.01652	0.007906
YLR284C	1.011258	0.006314
YLR285C-A	1.01378	0.005356
YLR285W	1.03783	0.009286
YLR286C	1.017198	0.009138
YLR287C	1.033017	0.008254
YLR287C-A	0.806715	0.007371
YLR288C	0.976188	0.011592
YLR288C_damp	0.99048	0.011853
YLR289W	1.020984	0.007481
YLR290C	0.915159	0.010639
YLR291C_damp	0.939372	0.004352
YLR292C	1.024021	0.011811
YLR294C	1.00997	0.012741
YLR295C	0.596964	0.046341
YLR295C_damp	0.910086	0.010348
YLR296W	1.06213	0.013563
YLR297W	1.029628	0.009064
YLR298C_damp	0.920761	0.008644
YLR298C_tsq632	0.858449	0.018298
YLR298C_tsq842	0.458619	0.011185
YLR298C_tsq844	0.833542	0.009874
YLR299W	1.032166	0.005502
YLR300W	1.027919	0.00827
YLR301W	1.019862	0.014904
YLR303W	1.00344	0.007839
YLR304C	0.350548	0.01809
YLR305C_damp	1.038999	0.008344
YLR306W	1.002093	0.00768
YLR307C-A	0.990485	0.016403
YLR307W	1.0585	0.007896
YLR308W	1.010535	0.007232
YLR309C	0.996021	0.012889
YLR310C_damp	0.960102	0.009752
YLR311C	1.003675	0.010066
YLR312C	1.036501	0.011255
YLR312C-B	1.018465	0.035084
YLR312W-A	0.606456	0.059334
YLR312W-A_damp	0.602773	0.037778
YLR313C	1.058135	0.013252
YLR314C_damp	0.921885	0.011327
YLR314C_tsq130	0.896827	0.016973
YLR314C_tsq885	0.956959	0.014365
YLR315W	0.891658	0.016831
YLR316C_damp	1.075876	0.006747
YLR317W_damp	0.579556	0.013171
YLR319C	0.975628	0.00918
YLR320W	0.627143	0.022059
YLR321C_damp	0.739363	0.01564
YLR322W_damp	0.931648	0.009061
YLR324W	1.020049	0.008995
YLR325C	0.954993	0.01169
YLR326W	1.026266	0.008391
YLR327C	1.045358	0.01053
YLR328W	1.01523	0.006266
YLR329W	0.999342	0.008162
YLR330W	0.907226	0.010739
YLR331C_damp	0.957118	0.007515
YLR332W	0.992374	0.008344
YLR333C	0.986373	0.009019
YLR334C	0.923578	0.01504
YLR335W	1.021241	0.008564
YLR336C_damp	1.058282	0.012855
YLR337C	0.379933	0.034979
YLR337C_damp	0.996239	0.006829
YLR338W_damp	1.009166	0.008757
YLR339C_damp	0.701844	0.02776
YLR341W	1.015082	0.00897
YLR342W	0.739307	0.012968
YLR342W-A	0.984619	0.009575
YLR343W	1.013426	0.015721
YLR344W	0.894319	0.011014
YLR345W	1.054179	0.005656
YLR346C	1.024876	0.011811
YLR347C_tsq228	0.983688	0.004111
YLR348C	1.05991	0.012458
YLR349W	0.979632	0.01027
YLR350W	0.965552	0.008844
YLR351C	1.041884	0.007333
YLR352W	1.006458	0.007827
YLR353W	1.045947	0.010527
YLR354C	1.029486	0.008485
YLR356W	1.017828	0.005484
YLR357W	0.227826	0.047124
YLR357W_damp	0.971563	0.007633
YLR358C_damp	0.454095	0.012721
YLR359W_damp	1.011756	0.006857
YLR360W	0.885581	0.011133
YLR361C	0.995486	0.009045
YLR361C-A	1.082654	0.010174
YLR363C	1.01536	0.009093
YLR363W-A	0.917801	0.008426
YLR364W	1.019224	0.007047
YLR365W	1.020534	0.009339
YLR366W	0.954204	0.00768
YLR367W	0.925773	0.009263
YLR368W	1.029084	0.009636
YLR369W	0.164376	0.027206
YLR369W_damp	0.955984	0.010019
YLR370C	0.643208	0.018864
YLR371W	0.932361	0.01255
YLR372W	0.912766	0.023388
YLR373C	0.905151	0.0091
YLR374C	0.933659	0.014405
YLR375W	0.97618	0.008558
YLR376C	1.056226	0.009266
YLR377C	1.001043	0.006291
YLR378C_damp	0.871391	0.010756
YLR378C_tsq213	0.736416	0.010814
YLR379W_damp	1.031557	0.01317
YLR380W	0.995609	0.006068
YLR381W	1.000747	0.017269
YLR382C	0.477143	0.091817
YLR382C_damp	1.005573	0.008127
YLR383W_tsq747	0.970378	0.006345
YLR384C	0.743315	0.015196
YLR385C	1.03034	0.008691
YLR386W	1.02767	0.016029
YLR387C	0.987082	0.005811
YLR388W	0.786008	0.013389
YLR389C	0.989295	0.008912
YLR390W	1.026679	0.007861
YLR390W-A	0.995686	0.009269
YLR391W	1.008996	0.007885
YLR392C	1.011839	0.004808
YLR393W	0.790964	0.01977
YLR394W	1.028883	0.016508
YLR395C	0.966863	0.007811
YLR396C	0.1922	0.017821
YLR396C_damp	1.060761	0.013254
YLR397C_damp	1.038589	0.012552
YLR397C_tsq266	0.551359	0.014512
YLR398C	0.956428	0.007007
YLR399C	1.123477	0.010927
